Category,dbID,siteID,SiteName,SubTitle,Lat,Lon,Desc,Sview,Sviewlat,Sviewlong,Heading,Zoom,Pitch,top,mapzoom,sponsor,Categ,image
Nature,423,w3,Lake St. Clair, Ontario's Mississippi Delta,42.38633333,-82.40833333,"Though it is a key component of the Great Lakes waterways, Lake St. Clair barely gets mentioned - even though it is some 1,100 square kilometres in area, shared between Michigan and Ontario, and home to the largest [Delta] in the entire Great Lakes.",n,,,,,,n,13,,8,http://planetrocks.ca/wp-content/uploads/W3.png
Historic,424,w4,Bothwell Oil Museum,,42.596692,-81.89141,"In 2002, about 1,200 oil wells were active in Ontario, producing 212,000 cubic metres of oil. The top oil producers are found in [Ordovician] [Limestones] as much as 300 metres deep located in Essex and Kent counties. These same rocks are exposed much further east at the ground surface ""up dip"" between Peterborough and Trenton (See sites [C25], [C31]). The museums at Petrolia, Oil Springs and Bothwell are good places to visit to learn more about the oil industry in Ontario.",n,,,,,,n,14,,5,http://planetrocks.ca/wp-content/uploads/W4.png
Historic,425,w5,Oil Springs Oil Museum,,42.773149,-82.121261,"Today, the achievements of Ontarians in building the international oil industry from humble beginnings are honored at the Petrolia Discovery Site (Site [W6]), the Oil Museum of Canada at Oil Springs (Site [W5]), and the Bothwell Oil Museum (Site [W4]). All sites have fascinating artifacts from the early days of the oil industry and tell how the oil industry came to be.",n,,,,,,y,16,,5,http://planetrocks.ca/wp-content/uploads/W5.png
Historic,426,w6,Petrolia,,42.894627,-82.144435,"The Petrolia region in southwestern Ontario is home to the first oil well in the world. In 2002, about 1,200 oil wells were active in Ontario, producing 212,000 cubic metres of oil. The top oil producers are found in [Ordovician] [Limestones] as much as 300 metres deep located in Essex and Kent counties. These same rocks are exposed much further east at the ground surface ""up dip"" between Peterborough and Trenton (See Sites [C44], [C45], [C46]). Historically, some 54% of oil production has come from [Devonian] [Carbonates] like the ones found at Petrolia and Oil Springs, which are still active producers some 150 years after their first discovery. The museums at Petrolia, Oil Springs and Bothwell are good places to visit to learn more about the oil industry in Ontario.",n,,,,,,y,16,,5,http://planetrocks.ca/wp-content/uploads/W6.png
Fossils,427,w7,Arkona Fossils,,43.0875,-81.81916667,"One of the best fossil collecting localities in southern Ontario can be found along the banks of the Ausable River at Hungry Hollow and Rock Glen located just a few kilometres east of Arkona, and north of Highway 402. Here the river has cut down through the middle [Devonian] Arkona [Shale] and the Hungry Hollow[ Formation ][Limestone] that are about 350 million years old. Abundant fossils weather out from the cliffs and accumulate along the river's edge.",y,43.084236,-81.821454,346.3,0,3.15,y,17,,2,http://planetrocks.ca/wp-content/uploads/W7.png
Rocks and Minerals,428,w8,Huron Rocks, Kettle Point Concretions,43.21533333,-82.017,"The Kettle Point[ Formation ]is a Late [Devonian] [Shale] containing unusual rock concretions known locally as ""Huron rocks"". The rocks are called kettles because they resemble the large cooking pots once used by pioneers. First Nations peoples also mined [Chert] at this site 11,000 years ago which they used for arrowheads and tools.  ",n,,,,,,n,15,,4,http://planetrocks.ca/wp-content/uploads/W8.png
Nature,429,w9,Pinery Provincial Park, Blowing in the Wind,43.244953,-81.846324,"Ontario has a lot of sand. In fact, it has some 9,000 hectares of freshwater[ Sand ]dunes, ranking it second only to the state of Michigan in that category. One[ Group ]of spectacular dunes can be found at Pinery Provincial Park on the east side of Lake Huron. Another prominent cluster is located at Sandbanks on the north shore of Lake Ontario (Site [C48]). Smaller dune fields occur along the Lake Erie coast",n,,,,,,n,13,,8,http://planetrocks.ca/wp-content/uploads/W9.png
Rocks and Minerals,430,w10,Goderich, Mining Salt Left by a Silurian Sea,43.74666667,-81.7255,"Salt is one of life's necessities. Not only is it an essential part of our diets, but it also helps stop ice from forming on over roads in winter. At 360 kilograms per person per year, Canada uses more salt than any other nation in the world. And much of the salt we use comes from the Michigan Basin, home to Ontario's vast salt reserves. Ten million tonnes of the s[Tuff] is produced here each year from large underground caverns in the [Silurian] Salina[ Formation ]near Windsor and Goderich.",n,,,,,,n,14,,4,http://planetrocks.ca/wp-content/uploads/W10.png
Nature,431,w11,Elora Gorge,,43.681158,-80.43215,"The spectacular canyon-like Niagara Gorge is not the only awesome gorge in the region. In fact, southern Ontario boasts 3 other impressive gorges: that of the  Grand River gorge at Elora some 20 kilometres north of Kitchener-Waterloo; Sixteen Mile Creek gorge sited halfway between Milton and Oakville (See Site [S14]); and Bronte Creek in Oakville (See Site [S15]).  All three owe their origins to the erosive effects of meltwaters that spilled out from the last [Ice sheet] as it receded some 12,000 years ago.",y,,,184.23,0,1.34,y,16,,8,http://planetrocks.ca/wp-content/uploads/W11.png
Earth History,432,w12,Rockwood Potholes,,43.609,-80.147,"Rockwood Conservation Area north of Guelph contains some of the largest potholes found in Ontario. They were formed some 12,000 years ago by high energy meltwaters draining from the last [Ice sheet] to cover Ontario. The largest is some 15 metres deep and some are as much as 10 metres wide.  ",n,,,,,,y,16,,6,http://planetrocks.ca/wp-content/uploads/W12.png
Nature,433,w13,Hogg's Falls,,44.28483333,-80.5395,"Hogg's Falls is one of many picturesque waterfalls on the face of the Niagara [Escarpment], but is easily accessible from a nearby road. The Boyne River drops 7 metres close to the Bruce Trail. This was the site of a gold rush in the 1850's but alas, the yellow metal was the worthless[ Mineral ]pyrite.",n,,,,,,n,14,,8,http://planetrocks.ca/wp-content/uploads/W13.png
Rocks and Minerals,434,w14,Wodehouse Karst,,44.377782,-80.564056,Karst' refers to landforms made by the slow wasting away of [Limestones] by [Dissolution] of their constituent carbonate minerals.  Water moves through the rock through caves and [Fissures] creating a complex underground plumbing system.  Open shafts at the surface ('[Sinkholes]') funnel water underground into caves.[ Karst ]landforms are especially common along the top of the Niagara [Escarpment] (Site [S47]) especially so at Wodehouse.,n,,,,,,n,14,,4,http://planetrocks.ca/wp-content/uploads/W14.png
Earth History,435,w15,Old Baldy,,44.38083333,-80.535,"The Niagara [Escarpment] conjures up images of bold, rugged cliffs like those at Rattlesnake Point (Site [S22]), Old Baldy near Kimberly, and Metcalfe Rock (Site [W18]), along the eastern coast of the Bruce Peninsula ([W28], [W31]) and on Manitoulin Island ([N43]).  All these are connected by the Bruce Trail system. Elsewhere, the [Escarpment] is much less impressive because it is covered by thick glacial sediment, and the rock cliffs have also been affected by a process called 'cambering';  the slow movement of large rock masses downslope (Site [W24])",y,,,63.22,2,-6.59,n,14,,6,http://planetrocks.ca/wp-content/uploads/W15.png
Earth History,436,w16,Eugenia Falls,,44.30183333,-80.52916667,"Gorges at nearby Eugenia Falls (Site [W16]), Devil's Glen (Site [W20]), Hoggs Falls (Site [W13]) and Feversham Gorge (Site [W19]) all illustrate the beginnings of narrow valleys being cut into the face of the Niagara [Escarpment]. Over millions of years these will deepen and lengthen to form re-entrant valleys. What will the Niagara [Escarpment] look like then?",n,,,,,,n,13,,6,http://planetrocks.ca/wp-content/uploads/W16.png
Rocks and Minerals,437,w17,Duncan Crevice Caves,,44.42083333,-80.46833333,"A crevice cave is formed by large blocks of the cap rock of the Niagara [Escarpment] slowly [Creep]ing downslope and in the process opening up large cracks which widen to form steep narrow caves. There are many such caves along the [Escarpment] especially near Collingwood ([W21], [W22]). They are also found in eastern Ontario ([E11]). ",n,,,,,,n,14,,4,http://planetrocks.ca/wp-content/uploads/W17.png
Earth History,438,w18,Metcalfe Rock,,44.42116667,-80.44533333,"The earliest humans in Ontario were a sparse resilient people living in a cold land caught in the grip of the last [Ice age]. Some 11,000 years ago perhaps no more than a few hundred hardy hunter-gatherers were living around the glacial lakes that flooded southern Ontario (Sites [S14], [S15]) At that time northern Ontario still lay buried under the Laurentide [Ice sheet]. These early inhabitants needed sturdy weapons to survive and very soon located deposits of a hard rock called [Chert] they made into arrowheads and spear tips. Metcalfe Rock along the Niagara [Escarpment] was the site of one such mine.",n,,,,,,n,14,,6,http://planetrocks.ca/wp-content/uploads/W18.png
Earth History,439,w19,Feversham Gorge,,44.33383333,-80.38133333,This is a narrow deep gorge cut by a river (in this case the Mad River) as it plunges over the Niagara [Escarpment] (See Site [W20]). Think 'mini' Niagara Falls and Gorge. ,n,,,,,,n,13,,6,http://planetrocks.ca/wp-content/uploads/W19.png
Nature,440,w20,Devil's Glen,,44.3575,-80.22433333,Another spectacular example of a narrow gorge cut by a river (in this case the Mad River) as it plunges over the Niagara [Escarpment] (See Site [W16]). There is an excellent trail system and some rock climbs.,n,,,,,,n,14,,8,http://planetrocks.ca/wp-content/uploads/W20.png
Rocks and Minerals,441,w21,Singhampton Caves,,44.40416667,-80.26366667,Singhampton is an excellent example of a '[Fissure]' (or 'crevice') cave system (See Site [W17]) that has developed by slow downslope [Creep] of the top of the Niagara [Escarpment].,n,,,,,,n,14,,4,http://planetrocks.ca/wp-content/uploads/W21.png
